Start	End	Direction
RXRB	ACADL	1
RXRB	ACAA1	1
TEAD1	SOX2	1
TEAD1	SNAI2	1
TEAD1	NKD1	1
TEAD1	MYC	1
TEAD1	GLI2	1
TEAD1	CTGF	1
TEAD1	CCND3	1
TEAD1	CCND2	1
TEAD1	CCND1	1
TEAD1	BIRC5	1
TEAD1	BIRC2	1
TEAD1	AXIN2	1
TEAD1	AXIN1	1
BCL3	IL6	1
BCL3	IL23A	1
BCL3	IL12B	1
BCL3	IL12A	1
BCL3	IL10	1
BCL3	CCL22	1
BCL3	CCL17	1
RARA	ZBTB16	1
RARA	RARA	1
RARA	MYC	1
RARA	DUSP6	1
RARA	CEBPE	1
RARA	BCL2A1	1
RARA	FOXP3	1
RARA	JUP	1
RARA	CCNA1	1
PGR	WNT4	1
PGR	WNT1	1
PGR	TNFSF11	1
MTOR	RORC	1
MTOR	RORA	1
MTOR	IRF4	1
TP53	POLK	1
TP53	CDKN1B	1
TP53	SLC7A11	1
TP53	SAT2	1
TP53	SAT1	1
TP53	TP53AIP1	1
TP53	TNFRSF10A	1
TP53	BID	1
TP53	APAF1	1
TP53	BNIP3L	1
TP53	SIVA1	1
TP53	PIDD1	1
TP53	COP1	1
TP53	AIFM2	1
TP53	ADGRB1	1
TP53	BBC3	1
TP53	BAK1	1
TP53	ZMAT3	1
TP53	TSC2	1
TP53	TP73	1
TP53	TP53I3	1
TP53	TNFRSF10B	1
TP53	THBS1	1
TP53	STEAP3	1
TP53	SIAH1	1
TP53	SHISA5	1
TP53	SFN	1
TP53	SESN3	1
TP53	SESN2	1
TP53	SESN1	1
TP53	SERPINE1	1
TP53	SERPINB5	1
TP53	RRM2B	1
TP53	RRM2	1
TP53	RPRM	1
TP53	RFWD2	1
TP53	RCHY1	1
TP53	PTEN	1
TP53	PPM1D	1
TP53	PMAIP1	1
TP53	PERP	1
TP53	IGFBP3	1
TP53	GTSE1	1
TP53	GADD45G	1
TP53	GADD45B	1
TP53	GADD45A	1
TP53	FAS	1
TP53	EI24	1
TP53	DDB2	1
TP53	CDKN1A	1
TP53	CD82	1
TP53	CCNG2	1
TP53	CCNG1	1
TP53	BAX	1
TP53	BAI1	1
HNF4A	PCK2	1
HNF4A	PCK1	1
HNF4A	G6PC3	1
HNF4A	G6PC2	1
HNF4A	G6PC	1
HNF4A	SLC2A2	1
HNF4A	PKLR	1
BBC3	TP53AIP1	1
BBC3	TP53	1
MLXIPL	PKLR	1
MLXIPL	ACACB	1
HNF1A	HNF4G	1
HNF1A	HNF4A	1
HNF1A	FOXA3	1
HLA-G	CDKN1A	1
MLXIP	PKLR	1
MLXIP	ACACB	1
NR1H4	SLC51B	1
NR1H4	SLC51A	1
NR1H4	NR0B2	1
NR1H4	ABCC2	1
NR1H4	ABCB4	1
NR1H4	ABCB11	1
HLA-F	CDKN1A	1
HLA-E	CDKN1A	1
MLX	PKLR	1
MLX	ACACB	1
HLA-C	CDKN1A	1
SREBF1	ACACB	1
SREBF1	SCD5	1
SREBF1	SCD	1
SREBF1	FASN	1
SREBF1	ACACA	1
NR1H3	MYC	1
NR1H3	CDK4	1
NR1H3	CCND1	1
NR1H3	SREBF1	1
HLA-B	CDKN1A	1
HLA-A	CDKN1A	1
TCF7L2	SOX2	1
TCF7L2	SNAI2	1
TCF7L2	NKD1	1
TCF7L2	BIRC2	1
TCF7L2	AXIN2	1
TCF7L2	AXIN1	1
TCF7L2	PPARD	1
TCF7L2	MYC	1
TCF7L2	MMP7	1
TCF7L2	MITF	1
TCF7L2	JUN	1
TCF7L2	FOSL1	1
TCF7L2	CCND3	1
TCF7L2	CCND2	1
TCF7L2	CCND1	1
TCF7L2	BIRC5	1
MEN1	CDKN2C	1
MEN1	CDKN2B	1
MEN1	CDKN2A	1
MEN1	CDKN1B	1
NR0B2	SLCO1B7	1
NR0B2	SLCO1B3	1
NR0B2	SLCO1B1	1
NR0B2	SLCO1A2	1
NR0B2	SLC10A1	1
NR0B2	CYP7A1	1
ATF6B	CCND1	1
ATF6B	PCNA	1
ATF6B	CXCL8	1
ATF6B	NPY	1
ATF6B	CRH	1
ATF6B	FOSB	1
ATF6B	ARC	1
ATF6B	PDYN	1
ATF6B	BDNF	1
ATF6B	POMC	1
ATF6B	TNFSF11	1
ATF6B	FOS	1
ATF6B	CDKN1A	1
ATF6B	NCEH1	1
ATF6B	CYP17A1	1
ATF6B	CYP11B1	1
ATF6B	VEGFD	1
ATF6B	VEGFC	1
ATF6B	VEGFB	1
ATF6B	VEGFA	1
ATF6B	STAR	1
ATF6B	CYP11B2	1
ATF6B	TG	1
ATF6B	INS	1
ATF6B	MCL1	1
ATF6B	BCL2	1
MDM2	IL12B	1
MDM2	IL12A	1
TCF7L1	SOX2	1
TCF7L1	SNAI2	1
TCF7L1	NKD1	1
TCF7L1	BIRC2	1
TCF7L1	AXIN2	1
TCF7L1	AXIN1	1
TCF7L1	PPARD	1
TCF7L1	MYC	1
TCF7L1	MMP7	1
TCF7L1	MITF	1
TCF7L1	JUN	1
TCF7L1	FOSL1	1
TCF7L1	CCND3	1
TCF7L1	CCND2	1
TCF7L1	CCND1	1
TCF7L1	BIRC5	1
NPAS2	RORC	1
NPAS2	RORB	1
NPAS2	RORA	1
NPAS2	PER3	1
NPAS2	PER2	1
NPAS2	PER1	1
NPAS2	NR1D1	1
NPAS2	CRY2	1
NPAS2	CRY1	1
NPAS2	BHLHE41	1
NPAS2	BHLHE40	1
MAX	CKS2	1
MAX	CKS1B	1
MAX	CDK6	1
MAX	CDK4	1
MAX	CCND1	1
TCF7	SOX2	1
TCF7	SNAI2	1
TCF7	NKD1	1
TCF7	BIRC2	1
TCF7	AXIN2	1
TCF7	AXIN1	1
TCF7	PPARD	1
TCF7	MYC	1
TCF7	MMP7	1
TCF7	MITF	1
TCF7	JUN	1
TCF7	FOSL1	1
TCF7	CCND3	1
TCF7	CCND2	1
TCF7	CCND1	1
TCF7	BIRC5	1
ESR1	PPARD	1
ESR1	MYC	1
ESR1	CCND1	1
ESR1	TRPV5	1
ESR1	SLC8A1	1
ESR1	CALB1	1
ESR1	ATP2B1	1
ESR1	TGFA	1
ESR1	TFF1	1
ESR1	RARA	1
ESR1	PGR	1
ESR1	LOC100653049	1
ESR1	KRT9	1
ESR1	KRT40	1
ESR1	KRT39	1
ESR1	KRT38	1
ESR1	KRT37	1
ESR1	KRT36	1
ESR1	KRT35	1
ESR1	KRT34	1
ESR1	KRT33B	1
ESR1	KRT33A	1
ESR1	KRT32	1
ESR1	KRT31	1
ESR1	KRT28	1
ESR1	KRT27	1
ESR1	KRT26	1
ESR1	KRT25	1
ESR1	KRT24	1
ESR1	KRT23	1
ESR1	KRT20	1
ESR1	KRT19	1
ESR1	KRT18	1
ESR1	KRT17	1
ESR1	KRT16	1
ESR1	KRT15	1
ESR1	KRT14	1
ESR1	KRT13	1
ESR1	KRT12	1
ESR1	KRT10	1
ESR1	EBAG9	1
ESR1	CTSD	1
ESR1	BCL2	1
MAPK9	PLA2G4F	1
MAPK9	PLA2G4E	1
MAPK9	PLA2G4D	1
MAPK9	PLA2G4C	1
MAPK9	PLA2G4B	1
MAPK9	PLA2G4A	1
MAPK9	JMJD7-PLA2G4B	1
MAPK9	NOS2	1
MAPK9	IL23A	1
MAPK9	IL18	1
MAPK9	IL12B	1
MAPK9	IL12A	1
MAPK9	CXCL8	1
MAPK9	TNF	1
MAPK9	IL6	1
MAPK9	IL1B	1
MAPK9	IL1A	1
MAPK9	IL8	1
TCF3	POLB	1
TCF3	LCK	1
TCF3	CDKN2C	1
TCF3	BAX	1
TCF3	ESRRB	1
TBX3	NANOG	1
RXRA	MYC	1
RXRA	CDK4	1
RXRA	CCND1	1
RXRA	SREBF1	1
RXRA	FOXP3	1
RXRA	PLIN5	1
RXRA	PLIN4	1
RXRA	PLIN2	1
RXRA	ACSBG2	1
RXRA	ACSBG1	1
RXRA	UCP1	1
RXRA	UBC	1
RXRA	SORBS1	1
RXRA	SLC27A4	1
RXRA	SLC27A1	1
RXRA	SCP2	1
RXRA	SCD5	1
RXRA	SCD	1
RXRA	PLTP	1
RXRA	PLIN1	1
RXRA	PDPK1	1
RXRA	PCK2	1
RXRA	PCK1	1
RXRA	OLR1	1
RXRA	NR1H3	1
RXRA	MMP1	1
RXRA	ME1	1
RXRA	LPL	1
RXRA	ILK	1
RXRA	HMGCS2	1
RXRA	GK2	1
RXRA	GK	1
RXRA	FADS2	1
RXRA	FABP4	1
RXRA	FABP3	1
RXRA	FABP1	1
RXRA	EHHADH	1
RXRA	DBI	1
RXRA	CYP8B1	1
RXRA	CYP7A1	1
RXRA	CYP4A22	1
RXRA	CYP4A11	1
RXRA	CYP27A1	1
RXRA	CPT2	1
RXRA	CPT1C	1
RXRA	CPT1B	1
RXRA	CPT1A	1
RXRA	CD36	1
RXRA	AQP7	1
RXRA	APOC3	1
RXRA	APOA5	1
RXRA	APOA2	1
RXRA	APOA1	1
RXRA	ANGPTL4	1
RXRA	ADIPOQ	1
RXRA	ACSL6	1
RXRA	ACSL5	1
RXRA	ACSL4	1
RXRA	ACSL3	1
RXRA	ACSL1	1
RXRA	ACOX3	1
RXRA	ACOX2	1
RXRA	ACOX1	1
RXRA	ACADM	1
RXRA	ACADL	1
RXRA	ACAA1	1
TGFB1	MIR21	1
RUNX1T1	JUP	1
RUNX1T1	CSF1R	1
RUNX1	RORC	1
RUNX1	JUP	1
RUNX1	CSF1R	1
ATF4	CCND1	1
ATF4	PCNA	1
ATF4	CXCL8	1
ATF4	NPY	1
ATF4	CRH	1
ATF4	FOSB	1
ATF4	ARC	1
ATF4	PDYN	1
ATF4	BDNF	1
ATF4	POMC	1
ATF4	TNFSF11	1
ATF4	FOS	1
ATF4	CDKN1A	1
ATF4	NCEH1	1
ATF4	CYP17A1	1
ATF4	CYP11B1	1
ATF4	VEGFD	1
ATF4	VEGFC	1
ATF4	VEGFB	1
ATF4	VEGFA	1
ATF4	STAR	1
ATF4	CYP11B2	1
ATF4	SIK1B	1
ATF4	SIK1	1
ATF4	PPARGC1A	1
ATF4	PCK2	1
ATF4	PCK1	1
ATF4	G6PC3	1
ATF4	G6PC2	1
ATF4	G6PC	1
ATF4	CPT1C	1
ATF4	CPT1B	1
ATF4	CPT1A	1
ATF4	TG	1
ATF4	INS	1
ATF4	DDIT3	1
ATF4	MCL1	1
ATF4	BCL2	1
ATF4	PRKN	1
RPS6KA5	MYC	1
EPAS1	VEGFD	1
EPAS1	VEGFC	1
EPAS1	VEGFB	1
EPAS1	VEGFA	1
EPAS1	TGFB3	1
EPAS1	TGFB2	1
EPAS1	TGFB1	1
EPAS1	TGFA	1
EPAS1	SLC2A1	1
EPAS1	PGF	1
EPAS1	PDGFB	1
EPAS1	FIGF	1
RPS6	UCP1	1
RPS6	FGF21	1
TNF	VCAM1	1
TNF	SELE	1
TNF	ICAM1	1
MAPK8	PLA2G4F	1
MAPK8	PLA2G4E	1
MAPK8	PLA2G4D	1
MAPK8	PLA2G4C	1
MAPK8	PLA2G4B	1
MAPK8	PLA2G4A	1
MAPK8	JMJD7-PLA2G4B	1
MAPK8	NOS2	1
MAPK8	IL23A	1
MAPK8	IL18	1
MAPK8	IL12B	1
MAPK8	IL12A	1
MAPK8	CXCL8	1
MAPK8	TNF	1
MAPK8	IL6	1
MAPK8	IL1B	1
MAPK8	IL1A	1
MAPK8	IL8	1
HIF1A	PKM	1
HIF1A	PGAM4	1
HIF1A	PGAM2	1
HIF1A	PGAM1	1
HIF1A	PFKM	1
HIF1A	VEGFD	1
HIF1A	FGF2	1
HIF1A	CXCL3	1
HIF1A	CXCL2	1
HIF1A	CXCL1	1
HIF1A	PFKP	1
HIF1A	BNIP3L	1
HIF1A	BNIP3	1
HIF1A	TIMP1	1
HIF1A	TFRC	1
HIF1A	TF	1
HIF1A	TEK	1
HIF1A	SERPINE1	1
HIF1A	PGK1	1
HIF1A	PFKL	1
HIF1A	PFKFB3	1
HIF1A	PDK1	1
HIF1A	NPPA	1
HIF1A	NOS3	1
HIF1A	NOS2	1
HIF1A	LTBR	1
HIF1A	LDHA	1
HIF1A	HMOX1	1
HIF1A	HKDC1	1
HIF1A	HK3	1
HIF1A	HK2	1
HIF1A	HK1	1
HIF1A	GAPDH	1
HIF1A	FLT1	1
HIF1A	EPO	1
HIF1A	ENO4	1
HIF1A	ENO3	1
HIF1A	ENO2	1
HIF1A	ENO1	1
HIF1A	EGF	1
HIF1A	EDN1	1
HIF1A	CDKN1B	1
HIF1A	CDKN1A	1
HIF1A	BCL2	1
HIF1A	ANGPT4	1
HIF1A	ANGPT2	1
HIF1A	ANGPT1	1
HIF1A	ALDOA	1
HIF1A	VEGFC	1
HIF1A	VEGFB	1
HIF1A	VEGFA	1
HIF1A	TGFB3	1
HIF1A	TGFB2	1
HIF1A	TGFB1	1
HIF1A	TGFA	1
HIF1A	SLC2A1	1
HIF1A	PGF	1
HIF1A	PDGFB	1
HIF1A	FIGF	1
MAPK7	PTGS2	1
MAPK7	MEF2C	1
MAPK7	JUN	1
MAPK7	FOS	1
MAPK7	ELK1	1
MAPK7	CCND1	1
HEYL	NFKB2	1
HEYL	MYC	1
HEYL	ERBB2	1
HEYL	CDKN1A	1
HEYL	CCND1	1
HEY2	NFKB2	1
HEY2	MYC	1
HEY2	ERBB2	1
HEY2	CDKN1A	1
HEY2	CCND1	1
STAT6	IL10	1
STAT6	IL4R	1
STAT6	IL4	1
STAT6	IL2RA	1
STAT6	IL2	1
STAT6	GATA3	1
STAT6	SOCS6	1
STAT6	MCL1	1
STAT6	GFAP	1
STAT6	CISH	1
STAT6	CDKN1A	1
STAT6	BCL2L1	1
STAT6	BCL2	1
STAT6	AOX1	1
STAT6	RIPK1	1
STAT6	EIF2AK2	1
STAT6	SOCS7	1
STAT6	SOCS5	1
STAT6	SOCS4	1
STAT6	SOCS3	1
STAT6	SOCS2	1
STAT6	SOCS1	1
STAT6	PIM1	1
STAT6	MYC	1
STAT6	CCND3	1
STAT6	CCND2	1
STAT6	CCND1	1
HEY1	NFKB2	1
HEY1	MYC	1
HEY1	ERBB2	1
HEY1	CDKN1A	1
HEY1	CCND1	1
FOSB	FOS	1
FOSB	RELA	1
FOSB	NFKB1	1
FOSB	GRIA2	1
FOSB	CDK5	1
FOSB	IL6	1
FOSB	NFATC1	1
FOSB	ITGB3	1
FOSB	IFNB1	1
FOSB	CTSK	1
FOSB	CALCR	1
FOSB	ACP5	1
RFXAP	HLA-DRB5	1
RFXAP	HLA-DRB4	1
RFXAP	HLA-DRB3	1
RFXAP	HLA-DRB1	1
RFXAP	HLA-DRA	1
RFXAP	HLA-DQB1	1
RFXAP	HLA-DQA2	1
RFXAP	HLA-DQA1	1
RFXAP	HLA-DPB1	1
RFXAP	HLA-DPA1	1
RFXAP	HLA-DOB	1
RFXAP	HLA-DOA	1
RFXAP	HLA-DMB	1
RFXAP	HLA-DMA	1
RFXAP	CD74	1
HES5	NFKB2	1
HES5	MYC	1
HES5	ERBB2	1
HES5	CDKN1A	1
HES5	CCND1	1
NFKB2	BIRC8	1
NFKB2	BIRC7	1
NFKB2	VIM	1
NFKB2	TNFAIP3	1
NFKB2	ITGAL	1
NFKB2	FCER2	1
NFKB2	ENTPD8	1
NFKB2	ENTPD3	1
NFKB2	ENTPD1	1
NFKB2	CD58	1
NFKB2	CD44	1
NFKB2	CD40	1
NFKB2	LTA	1
NFKB2	IL6	1
NFKB2	IL2RA	1
NFKB2	IL2	1
NFKB2	IL15RA	1
NFKB2	IL15	1
NFKB2	CSF2	1
NFKB2	NFATC1	1
NFKB2	IFNB1	1
NFKB2	TNFSF13B	1
NFKB2	ICAM1	1
NFKB2	CXCL12	1
NFKB2	CCL21	1
NFKB2	CCL19	1
NFKB2	CCL13	1
NFKB2	XIAP	1
NFKB2	TRAF6	1
NFKB2	TRAF5	1
NFKB2	TRAF4	1
NFKB2	TRAF3	1
NFKB2	TRAF2	1
NFKB2	TRAF1	1
NFKB2	PTGS2	1
NFKB2	NOS2	1
NFKB2	CCND1	1
NFKB2	BIRC3	1
NFKB2	BIRC2	1
NFKB2	BCL2L1	1
NFKB2	BCL2	1
NFYC	HLA-DRB5	1
NFYC	HLA-DRB4	1
NFYC	HLA-DRB3	1
NFYC	HLA-DRB1	1
NFYC	HLA-DRA	1
NFYC	HLA-DQB1	1
NFYC	HLA-DQA2	1
NFYC	HLA-DQA1	1
NFYC	HLA-DPB1	1
NFYC	HLA-DPA1	1
NFYC	HLA-DOB	1
NFYC	HLA-DOA	1
NFYC	HLA-DMB	1
NFYC	HLA-DMA	1
NFYC	CD74	1
FOS	VCAM1	1
FOS	SELE	1
FOS	PDGFA	1
FOS	IL1A	1
FOS	ICAM1	1
FOS	EDN1	1
FOS	CTSL	1
FOS	VEGFD	1
FOS	PPARD	1
FOS	MYC	1
FOS	PDGFB	1
FOS	FGF2	1
FOS	CXCL3	1
FOS	CXCL2	1
FOS	CXCL1	1
FOS	ANGPT2	1
FOS	CCL2	1
FOS	IL10	1
FOS	CSF2	1
FOS	TBX21	1
FOS	IL5	1
FOS	IL4R	1
FOS	IL4	1
FOS	IL2RA	1
FOS	IL2	1
FOS	IL13	1
FOS	IL12RB2	1
FOS	IL12RB1	1
FOS	IFNG	1
FOS	GATA3	1
FOS	TNF	1
FOS	IL6	1
FOS	IL1B	1
FOS	IL12B	1
FOS	IL12A	1
FOS	CXCL8	1
FOS	CCL5	1
FOS	CCL4L2	1
FOS	CCL4L1	1
FOS	CCL4	1
FOS	CCL3L3	1
FOS	CCL3L1	1
FOS	CCL3	1
FOS	NFATC1	1
FOS	ITGB3	1
FOS	IFNB1	1
FOS	CTSK	1
FOS	CALCR	1
FOS	ACP5	1
FOS	TP53	1
FOS	HRK	1
FOS	FASLG	1
FOS	FAS	1
FOS	BCL2L11	1
FOS	VEGFC	1
FOS	VEGFB	1
FOS	VEGFA	1
FOS	PGF	1
FOS	MMP9	1
FOS	MMP2	1
FOS	MMP1	1
FOS	IL8	1
FOS	FIGF	1
FOS	CDK4	1
FOS	CCND1	1
HES1	NFKB2	1
HES1	MYC	1
HES1	ERBB2	1
HES1	CDKN1A	1
HES1	CCND1	1
HDAC5	MEF2D	1
HDAC5	MEF2C	1
HDAC5	MEF2B	1
HDAC5	MEF2A	1
HDAC5	BORCS8-MEF2B	1
MEF2D	SOST	1
MEF2D	KLF2	1
RFXANK	HLA-DRB5	1
RFXANK	HLA-DRB4	1
RFXANK	HLA-DRB3	1
RFXANK	HLA-DRB1	1
RFXANK	HLA-DRA	1
RFXANK	HLA-DQB1	1
RFXANK	HLA-DQA2	1
RFXANK	HLA-DQA1	1
RFXANK	HLA-DPB1	1
RFXANK	HLA-DPA1	1
RFXANK	HLA-DOB	1
RFXANK	HLA-DOA	1
RFXANK	HLA-DMB	1
RFXANK	HLA-DMA	1
RFXANK	CD74	1
MEF2C	SOST	1
MEF2C	KLF2	1
MEF2B	KLF2	1
NFYB	HLA-DRB5	1
NFYB	HLA-DRB4	1
NFYB	HLA-DRB3	1
NFYB	HLA-DRB1	1
NFYB	HLA-DRA	1
NFYB	HLA-DQB1	1
NFYB	HLA-DQA2	1
NFYB	HLA-DQA1	1
NFYB	HLA-DPB1	1
NFYB	HLA-DPA1	1
NFYB	HLA-DOB	1
NFYB	HLA-DOA	1
NFYB	HLA-DMB	1
NFYB	HLA-DMA	1
NFYB	CD74	1
MEF2A	SOST	1
MEF2A	KLF2	1
MAPK3	PLA2G4F	1
MAPK3	PLA2G4E	1
MAPK3	PLA2G4D	1
MAPK3	PLA2G4C	1
MAPK3	PLA2G4B	1
MAPK3	PLA2G4A	1
MAPK3	JMJD7-PLA2G4B	1
MAPK3	PLAUR	1
MAPK3	PLAU	1
MAPK3	TNF	1
MAPK3	NOS2	1
MAPK3	IL6	1
MAPK3	IL23A	1
MAPK3	IL1B	1
MAPK3	IL1A	1
MAPK3	IL18	1
MAPK3	IL12B	1
MAPK3	IL12A	1
MAPK3	CXCL8	1
MAPK3	PDYN	1
MAPK3	VEGFD	1
MAPK3	VEGFC	1
MAPK3	VEGFB	1
MAPK3	VEGFA	1
MAPK3	NOS1	1
MAPK3	MMP9	1
MAPK3	MMP2	1
MAPK3	PTGS2	1
MAPK3	MEF2C	1
MAPK3	JUN	1
MAPK3	FOS	1
MAPK3	ELK1	1
MAPK3	CDKN1A	1
MAPK3	JAG1	1
MAPK3	EGR1	1
MAPK3	BCL2	1
MAPK3	IL8	1
MAPK3	CDK4	1
MAPK3	CCND1	1
HDAC4	MEF2D	1
HDAC4	MEF2C	1
HDAC4	MEF2B	1
HDAC4	MEF2A	1
HDAC4	BORCS8-MEF2B	1
EP300	IFNB1	1
EP300	SIK1B	1
EP300	SIK1	1
EP300	PPARGC1A	1
EP300	PCK2	1
EP300	PCK1	1
EP300	G6PC3	1
EP300	G6PC2	1
EP300	G6PC	1
EP300	CPT1C	1
EP300	CPT1B	1
EP300	CPT1A	1
EP300	VEGFA	1
EP300	TIMP1	1
EP300	TFRC	1
EP300	TF	1
EP300	TEK	1
EP300	SLC2A1	1
EP300	SERPINE1	1
EP300	PGK1	1
EP300	PFKL	1
EP300	PFKFB3	1
EP300	PDK1	1
EP300	NPPA	1
EP300	NOS3	1
EP300	NOS2	1
EP300	LTBR	1
EP300	LDHA	1
EP300	HMOX1	1
EP300	HKDC1	1
EP300	HK3	1
EP300	HK2	1
EP300	HK1	1
EP300	GAPDH	1
EP300	FLT1	1
EP300	EPO	1
EP300	ENO4	1
EP300	ENO3	1
EP300	ENO2	1
EP300	ENO1	1
EP300	EGF	1
EP300	EDN1	1
EP300	CDKN1B	1
EP300	CDKN1A	1
EP300	BCL2	1
EP300	ANGPT4	1
EP300	ANGPT2	1
EP300	ANGPT1	1
EP300	ALDOA	1
EP300	MITF	1
EP300	CDKN2B	1
HDAC1	FOS	1
GNAO1	IL12B	1
GNAO1	IL12A	1
ELK4	FOSL1	1
ELK4	EGR2	1
ELK4	EGR1	1
ELK4	FOS	1
GNAI3	IL12B	1
GNAI3	IL12A	1
FOSL1	IL6	1
FOSL1	NFATC1	1
FOSL1	ITGB3	1
FOSL1	IFNB1	1
FOSL1	CTSK	1
FOSL1	CALCR	1
FOSL1	ACP5	1
RFX5	HLA-DRB5	1
RFX5	HLA-DRB4	1
RFX5	HLA-DRB3	1
RFX5	HLA-DRB1	1
RFX5	HLA-DRA	1
RFX5	HLA-DQB1	1
RFX5	HLA-DQA2	1
RFX5	HLA-DQA1	1
RFX5	HLA-DPB1	1
RFX5	HLA-DPA1	1
RFX5	HLA-DOB	1
RFX5	HLA-DOA	1
RFX5	HLA-DMB	1
RFX5	HLA-DMA	1
RFX5	CD74	1
GNAI2	IL12B	1
GNAI2	IL12A	1
STAT5B	TNFSF11	1
STAT5B	TH	1
STAT5B	SLC2A2	1
STAT5B	PRLR	1
STAT5B	LHCGR	1
STAT5B	IRF1	1
STAT5B	INS	1
STAT5B	GCK	1
STAT5B	ESR2	1
STAT5B	ESR1	1
STAT5B	ELF5	1
STAT5B	CSN2	1
STAT5B	FOXP3	1
STAT5B	IL4R	1
STAT5B	IL4	1
STAT5B	IL2RA	1
STAT5B	IL2	1
STAT5B	GATA3	1
STAT5B	SOCS6	1
STAT5B	MCL1	1
STAT5B	GFAP	1
STAT5B	CISH	1
STAT5B	CDKN1A	1
STAT5B	BCL2	1
STAT5B	AOX1	1
STAT5B	RIPK1	1
STAT5B	EIF2AK2	1
STAT5B	SOCS7	1
STAT5B	SOCS5	1
STAT5B	SOCS4	1
STAT5B	SOCS3	1
STAT5B	SOCS2	1
STAT5B	SOCS1	1
STAT5B	PIM2	1
STAT5B	PIM1	1
STAT5B	MYC	1
STAT5B	CCND3	1
STAT5B	CCND2	1
STAT5B	CCND1	1
STAT5B	BCL2L1	1
GNAI1	IL12B	1
GNAI1	IL12A	1
NFYA	HLA-DRB5	1
NFYA	HLA-DRB4	1
NFYA	HLA-DRB3	1
NFYA	HLA-DRB1	1
NFYA	HLA-DRA	1
NFYA	HLA-DQB1	1
NFYA	HLA-DQA2	1
NFYA	HLA-DQA1	1
NFYA	HLA-DPB1	1
NFYA	HLA-DPA1	1
NFYA	HLA-DOB	1
NFYA	HLA-DOA	1
NFYA	HLA-DMB	1
NFYA	HLA-DMA	1
NFYA	CD74	1
MAPK14	TNF	1
MAPK14	IL6	1
MAPK14	IL23A	1
MAPK14	IL1B	1
MAPK14	IL1A	1
MAPK14	IL18	1
MAPK14	NOS2	1
MAPK14	IL12B	1
MAPK14	IL12A	1
MAPK14	CXCL8	1
MAPK14	RORC	1
MAPK14	RORA	1
MAPK14	IRF4	1
MAPK14	IL8	1
MAPK14	CXCL1	1
NOTCH4	FLT4	1
NOTCH4	ERBB2	1
NOTCH4	HEYL	1
NOTCH4	HEY2	1
NOTCH4	HEY1	1
NOTCH4	HES7	1
NOTCH4	HES6	1
NOTCH4	HES5	1
NOTCH4	HES4	1
NOTCH4	HES3	1
NOTCH4	HES2	1
NOTCH4	HES1	1
NOTCH3	FLT4	1
NOTCH3	ERBB2	1
NOTCH3	HEYL	1
NOTCH3	HEY2	1
NOTCH3	HEY1	1
NOTCH3	HES7	1
NOTCH3	HES6	1
NOTCH3	HES5	1
NOTCH3	HES4	1
NOTCH3	HES3	1
NOTCH3	HES2	1
NOTCH3	HES1	1
NOTCH2	FLT4	1
NOTCH2	ERBB2	1
NOTCH2	HEYL	1
NOTCH2	HEY2	1
NOTCH2	HEY1	1
NOTCH2	HES7	1
NOTCH2	HES6	1
NOTCH2	HES5	1
NOTCH2	HES4	1
NOTCH2	HES3	1
NOTCH2	HES2	1
NOTCH2	HES1	1
ELK1	FOSL1	1
ELK1	EGR2	1
ELK1	XIAP	1
ELK1	FOS	1
ELK1	EGR1	1
ELK1	CCND3	1
ELK1	CCND2	1
ELK1	CCND1	1
ELK1	BIRC3	1
ELK1	BIRC2	1
NOTCH1	FLT4	1
NOTCH1	ERBB2	1
NOTCH1	HEYL	1
NOTCH1	HEY2	1
NOTCH1	HEY1	1
NOTCH1	HES7	1
NOTCH1	HES6	1
NOTCH1	HES5	1
NOTCH1	HES4	1
NOTCH1	HES3	1
NOTCH1	HES2	1
NOTCH1	HES1	1
NFX1	TERT	1
NFX1	NOTCH4	1
NFX1	NOTCH3	1
NFX1	NOTCH2	1
NFX1	NOTCH1	1
PPARGC1A	PCK2	1
PPARGC1A	PCK1	1
PPARGC1A	G6PC3	1
PPARGC1A	G6PC2	1
PPARGC1A	G6PC	1
PPARGC1A	CPT1C	1
PPARGC1A	CPT1B	1
PPARGC1A	CPT1A	1
PPARGC1A	UCP1	1
PPARGC1A	TFAM	1
PPARGC1A	NRF1	1
PPARGC1A	SLC2A4	1
ATF2	CCND1	1
ATF2	TNF	1
ATF2	IL6	1
ATF2	IL1B	1
ATF2	IL1A	1
ATF2	IL12B	1
ATF2	IL12A	1
ATF2	ICAM1	1
ATF2	CXCL10	1
ATF2	CCL5	1
ATF2	CCL2	1
ATF2	PCNA	1
ATF2	CXCL8	1
ATF2	NPY	1
ATF2	CRH	1
ATF2	FOSB	1
ATF2	ARC	1
ATF2	PDYN	1
ATF2	BDNF	1
ATF2	POMC	1
ATF2	TNFSF11	1
ATF2	FOS	1
ATF2	CDKN1A	1
ATF2	NCEH1	1
ATF2	CYP17A1	1
ATF2	CYP11B1	1
ATF2	VEGFD	1
ATF2	VEGFC	1
ATF2	VEGFB	1
ATF2	VEGFA	1
ATF2	STAR	1
ATF2	CYP11B2	1
ATF2	SIK1B	1
ATF2	SIK1	1
ATF2	PCK2	1
ATF2	PCK1	1
ATF2	G6PC3	1
ATF2	G6PC2	1
ATF2	G6PC	1
ATF2	CPT1C	1
ATF2	CPT1B	1
ATF2	CPT1A	1
ATF2	TG	1
